cycle_number,cycle_normalized,lifecycle_stage,cycles_from_start,cycle_capacity_ah,avg_temp_c,avg_voltage_v,avg_current_a,internal_resistance,capacity_fade_rate,ir_growth_rate,ir_cumulative_growth,cap_normalized,arrhenius_factor,src_calce,src_nasa,src_stanford,chem_CS2,chem_CX2,chem_LFP,chem_NMC
753,0.7251687560200081,2,752,1.037542,34.30302499001376,3.8257,-0.05865,0.01606071,-0.0001594545454545,-2.9750000000022814e-06,0.0001232979999999,0.9711466460994712,3.1985865262058254e-09,0,0,1,0,0,1,0
614,0.5974658869337479,1,613,1.047529,37.98219393455582,3.8257,-0.05865,0.015655305,-4.910303030302238e-05,-1.195999999999836e-05,-6.114299999999961e-05,0.9781132787223532,4.031000142715185e-09,0,0,1,0,0,1,0
187,0.3444444444380658,1,186,1.070458,33.40205926035498,3.8257,-0.05865,0.017147746,5.001212121216349e-05,9.971499999999676e-05,-0.000161309,1.0020988264545745,3.019888578992769e-09,0,0,1,0,0,1,0
385,0.7124304267029233,2,384,1.026443,32.32237926628068,3.8257,-0.05865,0.017894505,-0.000452109090909,2.6374000000002618e-05,0.0004625749999999,0.9541854020583288,2.8175866823030322e-09,0,0,1,0,0,1,0
329,0.4491758241696542,1,327,1.065423,33.477619328703696,3.8257,-0.05865,0.016481297,-0.0001104909090909,1.4890000000000042e-05,0.0002418349999999,0.9884824885395472,3.0345230801227115e-09,0,0,1,0,0,1,0
808,0.9404900816693058,2,806,0.922738,35.63567771561529,3.8257,-0.05865,0.018489689,-0.0007541636363636,2.769400000000172e-05,0.0017476119999999,0.8561723148639571,3.4803336570292812e-09,0,0,1,0,0,1,0
420,0.3977164605100122,1,418,1.075007,34.64686629011192,3.8257,-0.05865,0.016799618,-2.658181818176824e-05,4.415399999999764e-05,-0.0001786089999999,0.9926434060282148,3.2692486569542154e-09,0,0,1,0,0,1,0
904,0.5311764705851107,1,903,1.057975,34.03493465930351,3.8242,-0.0411,0.100206,0.0003410484848485,-0.0005,0.045416,0.8310337974821753,3.144446448073661e-09,1,0,0,0,1,0,0
1206,0.6570338058851852,1,1205,1.027673,34.25589837696241,3.8257,-0.05865,0.015561207,-2.5212121212063897e-05,-1.514999999998809e-06,-3.969999999998974e-06,0.963622008703488,3.1890092425702274e-09,0,0,1,0,0,1,0
250,0.2380497131908408,0,249,1.068125,32.953370914214766,3.8257,-0.05865,0.015102199,-6.976969696972988e-05,-5.543000000000214e-06,-0.000195307,0.9966260505103378,2.934284597560623e-09,0,0,1,0,0,1,0
235,0.2304648862489568,0,233,1.076998,32.13512225069134,3.8257,-0.05865,0.017059069,-7.606060606062761e-05,4.884800000000064e-05,0.000121254,0.9978736080007928,2.783766327093549e-09,0,0,1,0,0,1,0
733,0.6576819406948996,1,732,1.031388,38.22279374386101,3.8257,-0.05865,0.01509803,-0.0001039333333333,6.41000000000877e-07,0.0001494579999999,0.9709246390291018,4.0916583785004805e-09,0,0,1,0,0,1,0
124,0.1986970684006727,0,122,1.074064,33.969279845149224,3.8257,-0.05865,0.016402088,-2.751515151518036e-05,9.6449999999991e-06,0.0001417339999999,1.001037326028868,3.131313710221817e-09,0,0,1,0,0,1,0
737,0.903067484651496,2,736,0.962393,36.59751474767282,3.8257,-0.05865,0.016091399,-0.0007541393939393,1.6474999999998435e-05,0.000466008,0.9016869275993724,3.697311889775459e-09,0,0,1,0,0,1,0
698,0.8121353558831723,2,696,1.000741,35.12117525392155,3.8257,-0.05865,0.017750073,-0.0006393939393939,-2.533799999999975e-05,0.001007996,0.9285482320542466,3.369022451126606e-09,0,0,1,0,0,1,0
209,0.1271393643024013,0,208,1.058409,35.623547415260546,3.8257,-0.05865,0.015294355,-7.558181818179108e-05,-1.742699999999868e-05,-0.0001732309999999,0.9979793541476514,3.477671773497644e-09,0,0,1,0,0,1,0
802,0.7001748251687049,2,801,1.025391,37.485686745284006,3.8257,-0.05865,0.015080974,-9.0648484848476e-05,5.566999999999725e-06,-5.280499999999952e-05,0.9605833248240928,3.908366244758042e-09,0,0,1,0,0,1,0
486,0.641909814315094,1,484,1.060999,36.71443941312384,3.8257,-0.05865,0.016428892,-0.000206909090909,-8.933399999999994e-05,-0.0001629359999999,0.9711741332422876,3.724499091036673e-09,0,0,1,0,0,1,0
1131,0.628126737072662,1,1130,1.028556,33.3356897001106,3.8257,-0.05865,0.015763165,-5.813939393937824e-05,8.002999999999483e-06,-1.4943999999999374e-05,0.9623447560913996,3.007086419718442e-09,0,0,1,0,0,1,0
189,0.3521657250404488,1,187,1.038602,32.592701942156786,3.8257,-0.05865,0.015295508,-0.0002716484848484,-1.5320000000000958e-05,-0.000445229,0.9682761063926985,2.867060677551702e-09,0,0,1,0,0,1,0
119,0.2226415094297614,0,118,1.08478,33.01985330287644,3.8257,-0.05865,0.017378081,-0.0001200242424242,9.102399999999858e-05,-0.0002958919999999,1.005656924494613,2.946829434095798e-09,0,0,1,0,0,1,0
621,0.8842857142730817,2,619,0.96722,33.045201017257895,3.8257,-0.05865,0.018216968,-0.0009201393939394,-1.445400000000055e-05,0.0011579289999999,0.903314137993511,2.9516250691461422e-09,0,0,1,0,0,1,0
167,0.3173996175847533,0,166,1.065739,29.88744380745876,3.8257,-0.05865,0.0169545,-0.0001051939393939,-0.000232276,-0.000482315,1.0016541679863982,2.4053385669875235e-09,0,0,1,0,0,1,0
417,0.2294539437383924,0,416,1.210618,34.03493465930351,3.8229,-0.0387,0.095224,-0.0025479696969696,0.002914,0.041622,0.9245134463311352,3.144446448073661e-09,1,0,0,0,1,0,0
108,0.0928013876834969,0,107,1.070536,35.17523661363234,3.8257,-0.05865,0.015523797,-4.5321212121219856e-05,6.579000000001348e-06,-8.092899999999868e-05,0.999915937031232,3.3805663324244867e-09,0,0,1,0,0,1,0
5,0.0042796005705523,0,3,1.080498,31.893971611555504,3.8257,-0.05865,0.0164144,0.0008788999999999,-2.0769999999996347e-06,-6.628399999999979e-05,1.0024734838082374,2.7407497565022277e-09,0,0,1,0,0,1,0
565,0.6340090090018693,1,563,1.057449,34.60258957022478,3.8257,-0.05865,0.016779244,7.148484848484862e-05,-1.3491000000000891e-05,4.624999999999768e-05,0.9797508394298547,3.260071520312332e-09,0,0,1,0,0,1,0
665,0.4783861671435275,1,664,1.025143,36.88645238790013,3.8257,-0.05865,0.014766926,-3.606666666664938e-05,2.471700000000049e-05,-0.000204782,0.9773142194160002,3.764821355562679e-09,0,0,1,0,0,1,0
1185,0.7237163814136692,2,1184,1.012298,35.80910407123862,3.8257,-0.05865,0.015388426,-8.377575757576687e-05,1.1809999999994047e-06,-7.916e-05,0.9545010522822076,3.5185909228983022e-09,0,0,1,0,0,1,0
603,0.6768018017941801,2,601,1.051917,33.62107066277942,3.8257,-0.05865,0.017132321,-0.0001910363636363,-8.433000000002133e-06,0.0003993269999999,0.9746253140913032,3.0624821312823112e-09,0,0,1,0,0,1,0
816,0.9702026221576852,2,814,0.911114,35.983963315206424,3.8257,-0.05865,0.018082764,-0.001016006060606,7.910800000000134e-05,0.001908163,0.8443699341826021,3.557545877170691e-09,0,0,1,0,0,1,0
751,0.8194748358772487,2,749,0.999758,34.507921692697686,3.8257,-0.05865,0.017425368,-0.0004997575757575,1.313400000000145e-05,0.000799032,0.9261700822823392,3.24052745625343e-09,0,0,1,0,0,1,0
1040,0.9691876750609788,2,1038,0.914442,30.164708323093205,3.8257,-0.05865,0.018415891,-0.001034503030303,-6.706399999999862e-05,0.0019783119999999,0.8497528637419188,2.4493723481350362e-09,0,0,1,0,0,1,0
9,0.0069238377843034,0,7,1.082544,31.846492294117667,3.8257,-0.05865,0.016796205,0.0004103214285714,-1.5105999999997372e-05,-0.0001416099999999,1.0030121570324275,2.732351091213384e-09,0,0,1,0,0,1,0
493,0.4685114503772089,1,491,1.061956,33.49949053750007,3.8257,-0.05865,0.017227754,-0.0003469575757575,-0.0010160509999999,0.000370881,0.984239467413558,3.038770972398102e-09,0,0,1,0,0,1,0
3,0.0024301336573216,0,2,1.047224,34.61900583420543,3.8257,-0.05865,0.015731094,0.0010355,-2.0097999999999644e-05,-4.0392000000000206e-05,1.0019815280633553,3.263471381624206e-09,0,0,1,0,0,1,0
737,0.6433566433510197,1,736,1.031552,37.20347013588416,3.8257,-0.05865,0.015099165,-8.210303030305458e-05,-1.2395000000000114e-05,-3.461400000000052e-05,0.9663549318152224,3.840161812423994e-09,0,0,1,0,0,1,0
498,0.9822134387157664,2,497,0.843757,33.72865947493408,3.8257,-0.05865,0.020609731,-0.0019821939393939,6.277099999999966e-05,0.0033809019999999,0.7928556662281525,3.083603053462073e-09,0,0,1,0,0,1,0
302,0.4651162790625563,1,300,1.062997,33.46408581894148,3.8257,-0.05865,0.016961195,-9.753333333328802e-05,3.012099999999754e-05,0.0003532599999999,0.9890009387627126,3.031897232469478e-09,0,0,1,0,0,1,0
448,0.9351464434950806,2,447,0.897979,35.02038690524975,3.8257,-0.05865,0.020272613,-0.0020732484848484,4.832899999999973e-05,0.0024742689999999,0.8420050315196671,3.347595239834261e-09,0,0,1,0,0,1,0
446,0.8953722333823869,2,445,0.923547,33.084742085651555,3.8257,-0.05865,0.019975536,-0.0015415272727272,-0.000137843,0.0019065069999999,0.8604060984642043,2.9591199985185675e-09,0,0,1,0,0,1,0
519,0.4791859389409881,1,518,0.851141,34.03493465930351,3.8766,-0.0292,0.034105,-0.0012979696969696,-0.06419,0.00219,0.8427055177671507,3.144446448073661e-09,1,0,0,1,0,0,0
720,0.6651248843601747,2,719,0.46717,34.03493465930351,3.8562,-0.0745,0.115612,0.000312206060606,0.001449,0.083697,0.4625399748517341,3.144446448073661e-09,1,0,0,1,0,0,0
533,0.4921369102637176,1,532,0.830118,34.03493465930351,3.8668,-0.0187,0.098105,-0.000288806060606,-0.000117,0.06619,0.8218908723676003,3.144446448073661e-09,1,0,0,1,0,0,0
437,0.4733984799079978,1,436,1.040077,37.63929269128358,3.8257,-0.05865,0.015150823,-7.547878787874956e-05,1.7790000000000167e-05,-0.0001323149999999,0.9836396891928696,3.9459435240254224e-09,0,0,1,0,0,1,0
334,0.1722710812200089,0,333,1.06447,35.9609193499897,3.8257,-0.05865,0.015833616,-4.695151515148903e-05,-4.929000000000738e-06,-0.000176188,0.995613378727225,3.552390128404634e-09,0,0,1,0,0,1,0
862,0.6557501903986616,1,861,1.028542,36.21781141781486,3.8257,-0.05865,0.015788386,-4.059999999997773e-05,1.2923000000001487e-05,0.000219713,0.9654879152320268,3.610246968852311e-09,0,0,1,0,0,1,0
2175,0.972271914128031,2,2174,0.98222,36.8591242528809,3.8257,-0.05865,0.015711632,-0.0001305393939393,6.661599999999851e-05,0.0001136279999999,0.9166262271827988,3.7583892100659506e-09,0,0,1,0,0,1,0
460,0.8676748582066602,2,459,0.940573,35.16135587100335,3.8257,-0.05865,0.0188962,-0.0013641272727272,-0.000116845,0.001391448,0.87612849259843,3.3775989543937693e-09,0,0,1,0,0,1,0
209,0.4236252545738569,1,208,1.072997,33.929949259420404,3.8257,-0.05865,0.017353149,-9.524848484843708e-05,3.730899999999926e-05,-4.852200000000223e-05,0.9985036362198204,3.1234701372726403e-09,0,0,1,0,0,1,0
102,0.1311688311671277,0,101,1.053544,35.12435938596288,3.8257,-0.05865,0.01417062,-0.0001897333333332,-1.9691999999999973e-05,0.000232651,0.9865761944939456,3.369701386431441e-09,0,0,1,0,0,1,0
342,0.3958090803213526,1,340,1.075672,32.87902970548605,3.8257,-0.05865,0.016876038,-1.6563636363610594e-05,4.405299999999876e-05,4.518799999999809e-05,0.9949184491558188,2.9203136730888635e-09,0,0,1,0,0,1,0
296,0.2820267686397512,0,295,1.065842,32.95992214014142,3.8257,-0.05865,0.015116366,-7.296969696968635e-05,2.849999999991748e-07,-0.00018114,0.9944958716704876,2.935518641386103e-09,0,0,1,0,0,1,0
489,0.7382753403821743,2,488,0.935803,32.56734768987339,3.8257,-0.05865,0.017347693,-0.0003115999999999,-0.0002742859999999,0.000248232,0.9157257137265457,2.862387445908328e-09,0,0,1,0,0,1,0
598,0.2961309523794835,0,597,1.207875,34.03493465930351,3.8273,-0.0208,0.073275,-0.0004542363636363,0.000167,0.020063,1.1176049320346308,3.144446448073661e-09,1,0,0,0,1,0,0
465,0.8957528957356032,2,464,0.928469,33.088969454732485,3.8257,-0.05865,0.019398967,-0.0016643818181817,-3.9200999999999125e-05,0.0016393069999999,0.8681239668185116,2.9599222983145113e-09,0,0,1,0,0,1,0
296,0.5935613681973126,1,295,1.036998,32.26319110867666,3.8257,-0.05865,0.017784065,-0.000315806060606,-8.578199999999953e-05,-0.0002849639999999,0.966100700121578,2.8068570677035567e-09,0,0,1,0,0,1,0
384,0.7092592592461249,2,383,1.027197,33.80996284954416,3.8257,-0.05865,0.017530123,-0.0004584666666666,0.000202067,0.000221068,0.9616004628277426,3.0996505104329303e-09,0,0,1,0,0,1,0
53,0.0831973898844502,0,51,1.087586,33.49922047537879,3.8257,-0.05865,0.017218202,1.6636363636379862e-05,-2.775400000000136e-05,-0.000218196,1.0025977904952947,3.038718487571719e-09,0,0,1,0,0,1,0
1027,0.9752616555568482,2,1025,0.907239,31.644735423312905,3.8257,-0.05865,0.019712809,-0.0009327999999999,-0.000193175,0.002734582,0.8377292529645217,2.6969194448099484e-09,0,0,1,0,0,1,0
766,0.76499999999235,2,765,1.020343,36.521058356176695,3.8257,-0.05865,0.015892286,-0.0001208727272727,-1.700200000000207e-05,-2.716999999999997e-05,0.9670324358750786,3.6796307234401742e-09,0,0,1,0,0,1,0
775,0.9847133757836342,2,773,0.892969,34.04396875049501,3.8257,-0.05865,0.019887241,-0.0009647818181817,4.697399999999824e-05,0.0034375139999999,0.8229256806882219,3.146257375672591e-09,0,0,1,0,0,1,0
845,0.6671936758840539,2,844,1.023191,38.73447853635595,3.8257,-0.05865,0.014938042,-0.0001036727272726,2.3310999999999815e-05,2.3923000000000347e-05,0.9652745283018868,4.223388914613314e-09,0,0,1,0,0,1,0
1139,0.8667174409682658,2,1138,0.970774,36.37924855056242,3.8257,-0.05865,0.016044065,-0.0004931393939393,-5.460000000005738e-07,0.0004753919999999,0.9112613441370948,3.647036731522251e-09,0,0,1,0,0,1,0
139,0.1300659754935903,0,138,1.065497,35.0501960811132,3.8257,-0.05865,0.015064336,-4.016969696963668e-05,2.5369999999986376e-06,-0.000103962,1.0011961767447453,3.3539197807981203e-09,0,0,1,0,0,1,0
361,0.6857142857012245,2,360,1.042314,33.86344020941963,3.8257,-0.05865,0.017694311,-0.0003408606060605,-0.0001000779999999,-8.570999999999926e-05,0.9787445419972768,3.1102465801448544e-09,0,0,1,0,0,1,0
925,0.5038167938903827,1,924,1.042038,33.03758333824353,3.8257,-0.05865,0.015762836,-3.835757575759639e-05,-1.7082000000001596e-05,0.0001976589999999,0.9770916923042302,2.950183113890761e-09,0,0,1,0,0,1,0
163,0.1498612395915831,0,162,0.970183,34.03493465930351,3.8619,-0.0138,0.093359,-0.0002021818181817,0.000183,0.061444,0.9605677171513152,3.144446448073661e-09,1,0,0,1,0,0,0
889,0.7701647875041617,2,888,1.017896,36.45770391460972,3.8257,-0.05865,0.015776176,-0.0001820606060605,-8.588999999999819e-06,0.00017145,0.9507484406319292,3.665036995030899e-09,0,0,1,0,0,1,0
1176,0.8948971820190793,2,1175,0.952509,36.58414402523965,3.8257,-0.05865,0.016088458,-0.000482303030303,-3.085999999999367e-06,0.000519785,0.8941160678414131,3.6942143132563294e-09,0,0,1,0,0,1,0
829,0.7931034482682654,2,828,1.026932,36.2700450606046,3.8257,-0.05865,0.015737444,-0.0001777454545454,2.726200000000012e-05,-0.0003083,0.9604972843344398,3.6221138454973883e-09,0,0,1,0,0,1,0
586,0.6898584905579026,2,585,1.028533,37.36078382709555,3.8257,-0.05865,0.014895687,-0.0001292606060606,-1.4949000000000212e-05,-0.000218766,0.9709929299633046,3.878047597070567e-09,0,0,1,0,0,1,0
1995,0.8917710196740082,2,1994,1.001382,35.79987418509129,3.8257,-0.05865,0.01588393,-5.254545454541542e-05,-0.000124795,0.000285926,0.9345085669491208,3.516545374232765e-09,0,0,1,0,0,1,0
172,0.0884635281940586,0,171,1.069297,35.07784983283776,3.8257,-0.05865,0.015889132,-5.44787878788083e-05,-3.0228999999999676e-05,-0.0001206719999999,1.0001281379774776,3.3597965974300566e-09,0,0,1,0,0,1,0
767,0.6255110384249755,1,765,1.057327,32.2255845971563,3.8257,-0.05865,0.01622388,3.0169696969690812e-05,-5.749999999998812e-06,-0.0001458239999999,0.9792576429324928,2.800058854725006e-09,0,0,1,0,0,1,0
555,0.6305587229118522,1,553,1.047352,33.91216242049808,3.8257,-0.05865,0.017370146,-0.0001036848484848,-3.0386999999999772e-05,0.0002489599999999,0.9779507472692875,3.1199287613253037e-09,0,0,1,0,0,1,0
711,0.678776290624486,2,710,1.036505,33.2971599440721,3.8257,-0.05865,0.015115359,-0.0001426181818181,-1.330400000000044e-05,-0.000182147,0.9671226537008476,2.999676717889176e-09,0,0,1,0,0,1,0
926,0.855689176680336,2,925,1.0397,34.03493465930351,3.8429,-0.0404,0.156704,0.0004217636363636,0.001013,0.124789,1.029395748556945,3.144446448073661e-09,1,0,0,1,0,0,0
641,0.6844919786023049,2,640,0.407359,34.03493465930351,3.8421,-0.0862,0.119619,-0.0098163272727272,0.000223,0.088396,0.3911061911217448,3.144446448073661e-09,1,0,0,1,0,0,0
132,0.1200733272216308,0,131,1.062332,36.23277727075887,3.8257,-0.05865,0.015326795,-3.355151515148101e-05,-1.5711999999999324e-05,-0.0001764119999999,0.9997336758844924,3.6136434665278894e-09,0,0,1,0,0,1,0
648,0.6635897435829375,2,647,0.33685,34.03493465930351,3.8499,-0.0882,0.117626,-0.0015039393939393,-0.000481,0.087181,0.3219058431381543,3.144446448073661e-09,1,0,0,1,0,0,0
338,0.3737486095620272,1,336,1.074269,35.55257432566693,3.8257,-0.05865,0.016312413,7.509696969696202e-05,-8.558099999999777e-05,-0.0002394649999999,0.9969403266250048,3.4621339584012003e-09,0,0,1,0,0,1,0
67,0.1317365269434783,0,66,1.081546,31.953558188823028,3.8257,-0.05865,0.018195128,2.1315151515153243e-05,-1.8792000000000118e-05,-0.0001422969999999,1.0096234540069098,2.7513229078052503e-09,0,0,1,0,0,1,0
1613,0.8186896901939122,2,1612,0.604778,34.03493465930351,3.8024,-0.1238,0.099612,-0.0006385212121211,0.002212,0.062034,0.4936987446469126,3.144446448073661e-09,1,0,0,0,1,0,0
952,0.9865005192005556,2,950,0.893421,31.348641554945008,3.8257,-0.05865,0.020678308,-0.0010704424242424,0.000251444,0.0039218399999999,0.8247193998355031,2.645668141981021e-09,0,0,1,0,0,1,0
858,0.472697186980294,1,857,1.076192,34.03493465930351,3.8171,-0.0473,0.09772,-0.0015849151515151,0.000407,0.044118,0.8218562542717828,3.144446448073661e-09,1,0,0,0,1,0,0
129,0.2281639928658081,0,128,1.068312,32.51785604303606,3.8257,-0.05865,0.017056854,-9.112121212123602e-05,-6.397099999999947e-05,-0.0007858469999999,0.997122443169886,2.8532849812068612e-09,0,0,1,0,0,1,0
233,0.2569521690738937,0,231,1.077832,34.09971235911593,3.8257,-0.05865,0.016538028,-5.579393939395679e-05,-3.891599999999995e-05,-1.384999999999928e-05,1.0002468526289805,3.157452183349879e-09,0,0,1,0,0,1,0
81,0.1085164835149929,0,79,1.080103,32.98029701895742,3.8257,-0.05865,0.016245294,-3.286060606056703e-05,1.253300000000207e-05,5.832000000000753e-06,1.0021023587054445,2.939359604280592e-09,0,0,1,0,0,1,0
1656,0.8405281868926332,2,1655,0.659303,34.03493465930351,3.8023,-0.1195,0.097744,0.0094342363636363,-0.000113,0.060166,0.5382091667387758,3.144446448073661e-09,1,0,0,0,1,0,0
781,0.6364379084915325,1,779,1.056052,32.51914131618336,3.8257,-0.05865,0.016825464,-5.251515151517192e-05,-9.410000000001362e-06,3.803599999999824e-05,0.9792612690638224,2.8535210383600172e-09,0,0,1,0,0,1,0
381,0.4828025477645503,1,379,1.067374,36.17470693289227,3.8257,-0.05865,0.016089579,2.672727272726384e-05,-4.747999999998864e-06,-0.000360148,0.9836505808140152,3.600480411068055e-09,0,0,1,0,0,1,0
467,0.4271310724067174,1,466,1.046458,37.51661504070448,3.8257,-0.05865,0.015343095,-4.781212121215983e-05,1.567199999999956e-05,-0.000160112,0.984795057476132,3.9159064624633405e-09,0,0,1,0,0,1,0
605,0.6955017300957843,2,603,1.048958,33.88383156072114,3.8257,-0.05865,0.01699762,-0.0001888727272727,-8.56099999999721e-06,0.000621233,0.964425169470722,3.1142955050416854e-09,0,0,1,0,0,1,0
334,0.6823770491663447,2,333,0.980212,32.4034414646534,3.8257,-0.05865,0.017856114,-0.0002871818181818,0.0001176189999999,-8.008999999999794e-06,0.9376196880506128,2.8323414090864667e-09,0,0,1,0,0,1,0
705,0.8260869565120319,2,703,0.989438,35.187901968316815,3.8257,-0.05865,0.017884986,-0.0005008363636363,3.455299999999967e-05,0.001185709,0.9202062804875214,3.383275930069761e-09,0,0,1,0,0,1,0
1467,0.7271825396789326,2,1466,0.953298,34.03493465930351,3.7863,-0.0595,0.078413,0.0110421454545454,-0.0003299999999999,0.0252009999999999,0.8820536450367377,3.144446448073661e-09,1,0,0,0,1,0,0
1366,0.7442748091562472,2,1365,1.015346,34.318460777887005,3.8257,-0.05865,0.015565699,-0.0001178424242423,1.3242000000000116e-05,5.220000000010633e-07,0.9520633042310654,3.201729066103713e-09,0,0,1,0,0,1,0
1282,0.6354166666635148,1,1281,1.179505,34.03493465930351,3.8254,-0.0241,0.082827,-0.0036106363636363,0.0041899999999999,0.0296149999999999,1.091355152941743,3.144446448073661e-09,1,0,0,0,1,0,0
185,0.3650793650721214,1,184,1.056919,33.80438163578281,3.8257,-0.05865,0.01708978,-0.0002047090909091,-8.489400000000202e-05,-0.000657598,0.9895846890059669,3.098546512026246e-09,0,0,1,0,0,1,0
613,0.7282479141748719,2,611,1.037529,35.05989529490878,3.8257,-0.05865,0.016894732,-0.0002772484848484,6.85899999999795e-06,0.0007201309999999,0.9615243465060804,3.355979950752142e-09,0,0,1,0,0,1,0
329,0.3771626297534353,1,327,1.083203,32.25094046717411,3.8257,-0.05865,0.016314832,-6.506666666667282e-05,2.2250000000015317e-06,3.661000000002024e-06,0.9902538158308528,2.8046408651886062e-09,0,0,1,0,0,1,0
303,0.30199999999698,0,302,1.050327,36.01910350627296,3.8257,-0.05865,0.015662391,-3.370909090904016e-05,-1.0368999999999656e-05,-0.0002570649999999,0.9954498411567126,3.565420903972217e-09,0,0,1,0,0,1,0
289,0.4429012345610663,1,287,1.057485,34.35552777520812,3.8257,-0.05865,0.016302628,-3.096363636356069e-05,3.1558000000000974e-05,0.000191176,0.9899329644396058,3.2092867816747867e-09,0,0,1,0,0,1,0
34,0.7173913041918715,2,33,1.7268942069037494,46.477279245422224,3.6223530356435982,-0.9549687460528704,0.016776592,-0.0005905183228441,1.2765000000003121e-06,3.811000000000092e-05,2.564201276966849,6.737906477127877e-09,0,1,0,0,0,0,1
279,0.1438178996371246,0,278,1.066394,35.95484141793043,3.8257,-0.05865,0.015791442,-3.306060606053538e-05,-3.331600000000198e-05,-0.0002183619999999,0.9974129222941374,3.551031398114489e-09,0,0,1,0,0,1,0
952,0.5481268011495786,1,951,0.846855,34.03493465930351,3.8267,-0.0904,0.08726,-0.0022080909090908,-0.0010669999999999,0.05107,0.6695130454856658,3.144446448073661e-09,1,0,0,0,1,0,0
386,0.7142857142724622,2,385,1.02596,32.356127602779765,3.8257,-0.05865,0.017856551,-0.0004663757575757,-3.795400000000324e-05,0.0004246209999999,0.9537364033811552,2.82372105426904e-09,0,0,1,0,0,1,0
759,0.902264600704383,2,757,0.962267,35.681235398414344,3.8257,-0.05865,0.017325854,-0.0008558545454545,1.5227000000003071e-05,0.001151253,0.891775698163007,3.490347208840248e-09,0,0,1,0,0,1,0
16,0.0203488372090065,0,14,1.069948,31.36770139889496,3.8257,-0.05865,0.019886132,0.0001127878787878,0.0,0.0,1.0035435249538065,2.6489406841440507e-09,0,0,1,0,0,1,0
214,0.4226190476106623,1,213,1.050743,34.073161452380866,3.8257,-0.05865,0.017177839,-0.0002084909090908,-7.156499999999913e-05,-0.000569539,0.9838021502879564,3.1521155985676196e-09,0,0,1,0,0,1,0
259,0.2165122156679317,0,257,1.062722,32.14334312984665,3.8257,-0.05865,0.01660306,-0.0014279333333333,-2.358000000000915e-06,-0.000139294,0.9925589970570352,2.7852434044645316e-09,0,0,1,0,0,1,0
453,0.6075268817122644,1,452,1.004282,32.90016343758474,3.8257,-0.05865,0.017179228,-0.0001701818181818,2.834500000000253e-05,-0.0007544979999999,0.9672014315184456,2.92427923875334e-09,0,0,1,0,0,1,0
283,0.5674044265479395,1,282,1.041349,32.37851869104214,3.8257,-0.05865,0.017801926,-0.0002984606060605,7.546899999999815e-05,-0.000267103,0.9701542317062378,2.8277976590096134e-09,0,0,1,0,0,1,0
665,0.6557863501418815,1,663,1.046914,32.65207738260869,3.8257,-0.05865,0.017417198,-0.0001402545454545,-6.5470000000025785e-06,0.0004793829999999,0.969999805428183,2.878031438977352e-09,0,0,1,0,0,1,0
